,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
11294,DS,2011.0,Simulation,Activision,0.07,0.01,0.0,0.08
11303,DS,2008.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11309,PSP,2006.0,Action,Electronic Arts,0.07,0.01,0.0,0.08
11313,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.08
11314,PSP,2010.0,Racing,Activision,0.07,0.0,0.0,0.08
11320,DS,2010.0,Sports,Ubisoft,0.06,0.01,0.0,0.08
11333,DS,2008.0,Simulation,Ubisoft,0.08,0.0,0.0,0.08
11359,PSP,2009.0,Simulation,Ubisoft,0.05,0.02,0.0,0.08
11360,DS,2006.0,Strategy,THQ,0.05,0.03,0.0,0.08
11371,DS,2007.0,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.08
11373,PSP,2006.0,Platform,Sega,0.05,0.02,0.0,0.08
11375,DS,2009.0,Simulation,THQ,0.08,0.0,0.0,0.08
11381,PSP,2005.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.08
11388,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.08
11390,DS,2008.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.08
11391,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.08
11397,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.08
11403,DS,2009.0,Misc,Ubisoft,0.08,0.0,0.0,0.08
11406,PSP,2007.0,Puzzle,Sega,0.07,0.0,0.0,0.08
11407,Wii,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.08
11412,Wii,2010.0,Sports,Activision,0.06,0.01,0.0,0.08
11414,Wii,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.08
11415,PSP,2009.0,Platform,Ubisoft,0.07,0.0,0.0,0.08
11420,DS,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.08
11421,DS,2010.0,Simulation,Ubisoft,0.07,0.0,0.0,0.08
11422,DS,2009.0,Action,Ubisoft,0.05,0.02,0.0,0.08
11431,DS,2010.0,Sports,Activision,0.08,0.0,0.0,0.08
11434,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11436,Wii,2008.0,Strategy,THQ,0.06,0.02,0.0,0.08
11441,Wii,2006.0,Shooter,Ubisoft,0.06,0.01,0.0,0.08
11446,PSP,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.08
11449,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.08
11451,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.08
11461,Wii,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11466,PC,2010.0,Simulation,Electronic Arts,0.01,0.05,0.0,0.08
11477,PSP,2010.0,Puzzle,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11485,PC,2011.0,Strategy,THQ,0.0,0.06,0.0,0.08
11494,Wii,2011.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.08
11510,PSP,2009.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.08
11513,PC,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.08
11546,DS,2008.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.08
11560,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11563,Wii,2008.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11570,PC,2008.0,Racing,Electronic Arts,0.0,0.07,0.0,0.08
11580,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11582,PSP,2006.0,Adventure,THQ,0.07,0.01,0.0,0.08
11586,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.08
11587,PSP,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.08
11595,PSP,2007.0,Role-Playing,Sega,0.07,0.0,0.0,0.08
11603,PC,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.08
11607,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.08
11609,DS,2009.0,Simulation,Ubisoft,0.0,0.07,0.0,0.08
11613,PSP,2010.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.08
11614,Wii,2007.0,Misc,Ubisoft,0.07,0.0,0.0,0.08
11632,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.08
11637,DS,2010.0,Action,THQ,0.07,0.0,0.0,0.08
11661,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.08
11664,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.08
11672,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.08
11676,PC,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.08
11678,PC,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.08
11683,PSP,2006.0,Platform,Ubisoft,0.07,0.0,0.0,0.08
11690,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.08
11691,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.08
11695,DS,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.08
11698,Wii,2008.0,Misc,Nintendo,0.0,0.0,0.08,0.08
11702,PC,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.08
11705,DS,2006.0,Misc,Ubisoft,0.0,0.0,0.08,0.08
11720,Wii,2008.0,Action,Nintendo,0.0,0.03,0.04,0.08
11726,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.08
11727,DS,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.08
11728,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.08
11730,Wii,2008.0,Action,Activision,0.07,0.0,0.0,0.08
11732,PSP,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.08
11741,DS,2010.0,Misc,THQ,0.07,0.0,0.0,0.07
11745,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.07
11754,PSP,2006.0,Misc,Sega,0.0,0.0,0.07,0.07
11771,PSP,2005.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.07
11786,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.07
11789,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.07
11792,PC,2011.0,Simulation,Electronic Arts,0.07,0.0,0.0,0.07
11797,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.07
11800,DS,2011.0,Misc,Activision,0.07,0.0,0.0,0.07
11801,PC,2003.0,Simulation,Electronic Arts,0.0,0.06,0.0,0.07
11805,DS,2007.0,Adventure,Ubisoft,0.05,0.01,0.0,0.07
11809,DS,2010.0,Puzzle,Ubisoft,0.0,0.06,0.0,0.07
11825,DS,2011.0,Misc,THQ,0.07,0.0,0.0,0.07
11833,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.07
11855,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.07
11856,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.07
11862,DS,2008.0,Adventure,THQ,0.07,0.0,0.0,0.07
11869,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.07
11875,PSP,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.07
11877,PC,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.07
11881,DS,2005.0,Role-Playing,Nintendo,0.07,0.0,0.0,0.07
11886,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.07
11887,DS,2007.0,Strategy,THQ,0.07,0.0,0.0,0.07
11891,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.07
11901,DS,2009.0,Misc,Nintendo,0.0,0.0,0.07,0.07
11902,PSP,2009.0,Action,THQ,0.02,0.04,0.0,0.07
11906,DS,2005.0,Action,Ubisoft,0.06,0.0,0.0,0.07
11922,DS,2007.0,Puzzle,Nintendo,0.0,0.0,0.07,0.07
11925,DS,2010.0,Adventure,THQ,0.07,0.0,0.0,0.07
11928,DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.07
11942,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.07
11950,PSP,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.07
11954,Wii,2006.0,Platform,Ubisoft,0.06,0.0,0.0,0.07
11955,PC,2009.0,Sports,Sega,0.0,0.06,0.0,0.07
11959,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.07
11969,DS,2007.0,Simulation,Electronic Arts,0.0,0.03,0.03,0.07
11975,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.07
11995,DS,2009.0,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.07
11999,PC,2007.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.07
12002,PSP,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.07
12014,DS,2006.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.07
12018,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.07
12031,DS,2008.0,Adventure,Ubisoft,0.06,0.0,0.0,0.07
12034,DS,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.07
12038,Wii,2008.0,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.07
12043,DS,2005.0,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.07
12047,PC,2015.0,Action,Ubisoft,0.04,0.02,0.0,0.07
12053,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.07
12056,DS,2008.0,Strategy,Sega,0.0,0.0,0.07,0.07
12057,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.07
12066,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.07
12068,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.07
12099,Wii,2010.0,Sports,Namco Bandai Games,0.0,0.06,0.0,0.07
12123,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.07
12126,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.07
12150,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.07
12151,DS,2008.0,Simulation,Ubisoft,0.05,0.01,0.0,0.07
12152,DS,2006.0,Misc,Nintendo,0.0,0.0,0.07,0.07
12158,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.07
12159,DS,2008.0,Action,Ubisoft,0.06,0.01,0.0,0.07
12169,PSP,2010.0,Sports,Activision,0.06,0.0,0.0,0.07
12185,DS,2008.0,Misc,Electronic Arts,0.06,0.0,0.0,0.07
12186,PSP,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.07
12195,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.07
12227,PC,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.07
12236,DS,2007.0,Strategy,THQ,0.05,0.01,0.0,0.07
12251,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.06
12252,DS,2007.0,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.06
12260,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.06
12271,Wii,2008.0,Fighting,Sega,0.0,0.0,0.06,0.06
12277,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.06
12285,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.06
12288,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.06
12292,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12293,PSP,2011.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.06
12297,PSP,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.06
12303,DS,2004.0,Adventure,Ubisoft,0.06,0.0,0.0,0.06
12312,Wii,2009.0,Adventure,Nintendo,0.0,0.03,0.03,0.06
12320,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.06
12322,DS,2007.0,Strategy,Ubisoft,0.0,0.06,0.0,0.06
12325,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.06
12337,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12357,DS,2005.0,Misc,Nintendo,0.0,0.0,0.06,0.06
12361,Wii,2007.0,Role-Playing,Sega,0.06,0.0,0.0,0.06
12362,DS,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.06
12371,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.06
12375,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.06
12377,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.06
12379,PSP,2006.0,Action,Namco Bandai Games,0.05,0.0,0.0,0.06
12383,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.06
12408,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.06
12409,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.06
12424,DS,2006.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.06
12431,Wii,2015.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.06
12435,Wii,2008.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.06
12446,DS,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.06
12451,DS,2009.0,Strategy,Sega,0.0,0.0,0.06,0.06
12452,PC,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.06
12460,PSP,2007.0,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.06
12461,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.06
12467,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.06
12468,Wii,2009.0,Adventure,Ubisoft,0.05,0.01,0.0,0.06
12475,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12480,DS,2007.0,Misc,Activision,0.05,0.0,0.0,0.06
12483,DS,2008.0,Puzzle,THQ,0.06,0.0,0.0,0.06
12486,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.06
12493,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12499,DS,2011.0,Misc,Nintendo,0.0,0.0,0.06,0.06
12502,Wii,2011.0,Sports,Ubisoft,0.0,0.05,0.0,0.06
12524,PSP,2006.0,Action,Activision,0.05,0.01,0.0,0.06
12530,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.06
12537,PSP,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.06
12540,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.06
12542,DS,2008.0,Sports,Activision,0.06,0.0,0.0,0.06
12547,PC,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.06
12565,PSP,2005.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.06
12575,DS,2010.0,Strategy,Ubisoft,0.05,0.0,0.0,0.06
12581,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.06
12587,DS,2006.0,Sports,Electronic Arts,0.05,0.01,0.0,0.06
12596,PSP,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.06
12605,PC,2010.0,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.06
12619,DS,2006.0,Misc,Nintendo,0.0,0.0,0.06,0.06
12620,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.06
12621,DS,2011.0,Simulation,Ubisoft,0.05,0.0,0.0,0.06
12622,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.06
12627,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12628,DS,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.06
12634,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12637,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.06
12647,DS,2007.0,Sports,Electronic Arts,0.05,0.0,0.0,0.06
12650,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.06
12653,DS,2006.0,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.06
12655,PC,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.06
12671,DS,2010.0,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.06
12672,PC,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.06
12676,DS,2008.0,Sports,Ubisoft,0.05,0.0,0.0,0.06
12684,PC,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.06
12685,PSP,2009.0,Sports,Sony Computer Entertainment,0.0,0.0,0.06,0.06
12703,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.06
12706,PSP,2006.0,Misc,Sega,0.0,0.0,0.06,0.06
12713,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.06
12716,PC,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.06
12718,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12738,DS,2005.0,Sports,Electronic Arts,0.05,0.0,0.0,0.06
12739,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.06
12756,PSP,2013.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.06
12772,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.06
12775,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.06
12793,DS,2009.0,Simulation,Ubisoft,0.05,0.0,0.0,0.06
12817,PSP,2006.0,Misc,Activision,0.05,0.0,0.0,0.06
12818,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.06
12829,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.05
12836,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.05
12839,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.05
12840,PSP,2007.0,Sports,Sega,0.02,0.03,0.0,0.05
12842,DS,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.05
12874,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.05
12890,DS,2008.0,Adventure,Ubisoft,0.05,0.0,0.0,0.05
12892,DS,2006.0,Misc,Sega,0.0,0.0,0.05,0.05
12899,PC,2016.0,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.05
12901,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.05
12907,Wii,2009.0,Puzzle,Sega,0.0,0.0,0.05,0.05
12908,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.05
12909,DS,2010.0,Simulation,Ubisoft,0.05,0.0,0.0,0.05
12914,Wii,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.05
12924,DS,2010.0,Racing,Ubisoft,0.03,0.02,0.0,0.05
12938,PC,2016.0,Sports,Electronic Arts,0.0,0.05,0.0,0.05
13015,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.05
13022,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.05
13024,DS,2006.0,Puzzle,Nintendo,0.0,0.0,0.05,0.05
13034,DS,2006.0,Role-Playing,Sega,0.0,0.0,0.05,0.05
13049,DS,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05
13052,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.05
13061,DS,2009.0,Misc,Ubisoft,0.05,0.0,0.0,0.05
13063,DS,2005.0,Adventure,Activision,0.05,0.0,0.0,0.05
13068,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.05
13071,PSP,2006.0,Platform,Activision,0.05,0.0,0.0,0.05
13073,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.05
13076,DS,2006.0,Misc,Nintendo,0.0,0.0,0.05,0.05
13082,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.05
13100,PC,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.05
13105,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.05
13128,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.05
13135,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.05
13139,PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.05
13140,PSP,2006.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.05
13151,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.05
13153,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.05
13163,Wii,2011.0,Misc,Namco Bandai Games,0.04,0.01,0.0,0.05
13165,DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.05
13177,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.05
13189,PC,2009.0,Action,Activision,0.02,0.03,0.0,0.05
13190,Wii,2012.0,Misc,Nintendo,0.0,0.05,0.0,0.05
13191,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.05
13193,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.05
13205,Wii,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.05
13214,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.05
13225,PC,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.05
13231,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.05
13245,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.05
13250,PC,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.05
13253,DS,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.05
13268,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.05
13271,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05
13274,PC,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.05
13281,PSP,2007.0,Sports,Namco Bandai Games,0.01,0.01,0.01,0.05
13283,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.05
13287,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.05
13289,DS,2008.0,Simulation,Ubisoft,0.04,0.0,0.0,0.05
13296,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.05
13301,PC,2006.0,Strategy,THQ,0.0,0.04,0.0,0.05
13306,PC,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.05
13314,Wii,2009.0,Adventure,Nintendo,0.0,0.0,0.05,0.05
13317,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.05
13320,PSP,2006.0,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.05
13323,Wii,2006.0,Misc,Activision,0.04,0.0,0.0,0.05
13335,Wii,2006.0,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.05
13338,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.05
13341,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.05
13343,DS,2010.0,Racing,Ubisoft,0.04,0.0,0.0,0.05
13348,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.05
13349,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.05
13358,PC,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.05
13362,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.05
13365,PSP,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.05
13377,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.05
13406,PC,2009.0,Shooter,Activision,0.01,0.03,0.0,0.05
13409,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.05
13416,PSP,2008.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.05
13425,DS,2006.0,Misc,Nintendo,0.0,0.0,0.05,0.05
13427,DS,2009.0,Adventure,Ubisoft,0.03,0.01,0.0,0.05
13430,PC,2009.0,Action,Ubisoft,0.0,0.04,0.0,0.05
13436,PC,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.05
13455,DS,2008.0,Simulation,Ubisoft,0.04,0.0,0.0,0.04
13457,DS,2006.0,Action,THQ,0.04,0.0,0.0,0.04
13462,PSP,2006.0,Sports,Activision,0.04,0.0,0.0,0.04
13481,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13483,PC,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.04
13491,DS,2008.0,Misc,Nintendo,0.0,0.0,0.04,0.04
13504,PC,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.04
13513,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13516,DS,2006.0,Sports,Electronic Arts,0.04,0.0,0.0,0.04
13522,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.04
13523,Wii,2009.0,Misc,Nintendo,0.0,0.0,0.04,0.04
13532,PSP,2006.0,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.04
13542,Wii,2010.0,Adventure,Konami Digital Entertainment,0.04,0.0,0.0,0.04
13563,PC,2007.0,Racing,Electronic Arts,0.0,0.04,0.0,0.04
13566,PC,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.04
13584,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.04
13589,Wii,2006.0,Action,THQ,0.04,0.0,0.0,0.04
13616,PC,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.04
13619,DS,2007.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.04
13622,PC,2002.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.04
13628,DS,2005.0,Misc,Sega,0.0,0.0,0.04,0.04
13630,PC,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.04
13631,PC,2011.0,Adventure,Ubisoft,0.01,0.02,0.0,0.04
13633,PC,2009.0,Strategy,THQ,0.0,0.03,0.0,0.04
13640,DS,2006.0,Misc,Nintendo,0.0,0.0,0.04,0.04
13645,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13656,PSP,2006.0,Racing,Namco Bandai Games,0.04,0.0,0.0,0.04
13658,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.04
13660,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.04
13661,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.04
13662,PC,2011.0,Sports,Sega,0.0,0.03,0.0,0.04
13669,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.04
13679,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.04
13682,PC,2009.0,Misc,Sega,0.0,0.04,0.0,0.04
13687,DS,2010.0,Simulation,THQ,0.04,0.0,0.0,0.04
13691,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.04
13700,DS,2009.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.04
13703,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.04
13712,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.04
13714,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.04
13734,PSP,2009.0,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.04
